service_date,time_period,route_or_line,gated_entries
2021-03-17,(18:30:00),Silver Line,48.2
2020-06-22,(00:30:00),Silver Line,8.1
2018-08-28,(20:00:00),Red Line,2910.91
2016-07-08,(21:00:00),Orange Line,1992.17
2014-08-22,(06:00:00),Red Line,3407.75
2014-03-04,(05:30:00),Green Line,351.26
2014-03-29,(05:30:00),Orange Line,510.38
2020-12-26,(20:30:00),Green Line,148.26
2021-04-11,(23:00:00),Silver Line,44.5
2021-06-01,(07:30:00),Silver Line,99.6
2018-04-28,(14:30:00),Green Line,2620.0
2018-12-15,(01:00:00),Red Line,54.8
2015-04-22,(07:30:00),Green Line,2165.3
2021-05-03,(00:00:00),Green Line,50.05
2016-03-16,(03:00:00),Green Line,0.42
2014-11-03,(08:00:00),Silver Line,425.1
2021-03-01,(03:00:00),Orange Line,8.59
2019-01-18,(18:00:00),Silver Line,544.7
2021-12-18,(15:30:00),Orange Line,1924.09
2018-01-14,(19:30:00),Blue Line,356.8
2020-04-03,(20:00:00),Orange Line,214.39
2021-07-07,(15:00:00),Blue Line,1059.2
2020-08-15,(10:30:00),Green Line,325.6
2020-07-03,(18:30:00),Silver Line,27.5
2019-09-07,(20:00:00),Orange Line,1700.35
2015-12-15,(18:30:00),Green Line,3204.98
2019-10-12,(09:00:00),Silver Line,49.4
2017-03-13,(01:00:00),Orange Line,49.81
2020-09-11,(14:00:00),Green Line,644.56
2022-01-20,(03:00:00),Orange Line,2.0
2016-12-12,(23:00:00),Green Line,664.81
2018-04-17,(07:00:00),Blue Line,2515.3
2015-10-01,(15:30:00),Red Line,7396.95
2021-04-21,(10:00:00),Green Line,381.3
2018-06-28,(17:00:00),Green Line,5469.55
2018-01-13,(10:30:00),Green Line,912.13
2015-11-03,(00:30:00),Red Line,171.88
2016-12-02,(19:30:00),Orange Line,2786.1
2015-10-12,(04:30:00),Green Line,21.2
2019-07-03,(22:30:00),Red Line,1830.56
2014-11-15,(07:00:00),Orange Line,1472.56
2016-07-11,(08:30:00),Blue Line,2322.7
2015-04-02,(13:00:00),Red Line,4118.67
2021-09-23,(09:00:00),Silver Line,77.1
2016-06-24,(13:30:00),Orange Line,3850.91
2015-07-03,(09:00:00),Silver Line,79.1
2021-06-20,(11:30:00),Silver Line,48.5
2018-02-12,(04:00:00),Red Line,5.7
2021-04-13,(12:00:00),Red Line,1108.76
2018-11-22,(21:30:00),Orange Line,482.77
2020-01-24,(00:00:00),Red Line,552.31
2019-01-27,(00:00:00),Orange Line,257.0
2015-10-12,(19:00:00),Blue Line,621.5
2021-09-11,(14:30:00),Green Line,1549.64
2020-03-10,(00:00:00),Silver Line,32.0
2017-09-23,(04:00:00),Orange Line,6.0
2015-03-28,(21:00:00),Red Line,1863.63
2015-07-06,(20:00:00),Silver Line,177.6
2018-12-11,(11:30:00),Orange Line,2432.92
2019-08-24,(05:30:00),Red Line,562.59
2016-05-02,(19:00:00),Red Line,4707.85
2018-06-13,(05:30:00),Blue Line,1279.5
2019-09-23,(12:30:00),Blue Line,921.3
2021-05-10,(10:30:00),Red Line,931.97
2021-06-01,(13:30:00),Silver Line,75.6
2021-06-14,(17:30:00),Silver Line,205.1
2019-07-22,(15:00:00),Green Line,2542.07
2017-03-17,(15:00:00),Silver Line,347.1
2020-02-03,(10:30:00),Red Line,2902.81
2022-02-08,(07:30:00),Green Line,841.6
2017-07-24,(00:00:00),Blue Line,221.6
2015-06-07,(17:00:00),Green Line,3231.99
2019-07-16,(06:00:00),Red Line,3964.83
2022-01-12,(21:30:00),Blue Line,248.5
2018-04-15,(01:30:00),Orange Line,10.68
2019-03-05,(14:30:00),Blue Line,1364.2
2015-12-21,(05:30:00),Red Line,2390.63
2016-11-09,(11:00:00),Blue Line,886.3
2017-01-08,(16:00:00),Orange Line,2029.77
2020-07-30,(17:30:00),Silver Line,44.5
2018-02-03,(18:30:00),Green Line,1840.95
2018-09-07,(22:00:00),Orange Line,1705.05
2016-09-16,(05:30:00),Orange Line,1791.28
2017-08-17,(08:00:00),Green Line,2313.2
2014-08-25,(03:30:00),Orange Line,1.0
2021-06-07,(05:30:00),Silver Line,27.6
2015-02-19,(03:00:00),Red Line,1.0
2014-09-30,(09:00:00),Silver Line,237.3
2018-07-29,(12:30:00),Red Line,3279.06
2022-02-26,(14:00:00),Silver Line,119.9
2017-12-28,(09:00:00),Green Line,887.14
2017-03-12,(03:00:00),Green Line,0.78
2022-07-15,(02:30:00),Red Line,8.7
2020-06-02,(02:30:00),Green Line,1.58
2018-08-23,(10:30:00),Green Line,1291.93
2019-04-20,(18:30:00),Orange Line,2031.27
2022-06-12,(18:00:00),Blue Line,584.8
2015-10-27,(22:30:00),Blue Line,467.5
2019-06-11,(13:00:00),Green Line,1487.33
2015-06-28,(00:00:00),Red Line,392.36
2020-08-15,(13:00:00),Red Line,921.92
2021-07-13,(21:00:00),Blue Line,373.3
2017-06-18,(14:00:00),Green Line,1749.57
2022-05-31,(10:30:00),Red Line,1703.33
2019-05-30,(15:00:00),Blue Line,1684.4
2016-10-06,(23:00:00),Red Line,1448.56
2022-03-25,(07:30:00),Blue Line,1355.6
2018-09-15,(05:30:00),Blue Line,480.9
2015-12-04,(14:30:00),Green Line,2561.0299999999997
2019-02-24,(12:30:00),Orange Line,1368.37
2021-02-20,(10:00:00),Blue Line,420.5
2022-01-05,(13:30:00),Green Line,721.75
2020-02-11,(15:00:00),Orange Line,5073.96
2018-04-26,(05:30:00),Silver Line,22.0
2022-04-10,(20:30:00),Blue Line,252.0
2018-10-21,(07:30:00),Blue Line,657.7
2014-08-30,(14:00:00),Orange Line,3167.25
2020-07-04,(22:00:00),Green Line,191.45
2014-03-10,(23:30:00),Green Line,465.2
2015-08-22,(13:30:00),Red Line,3506.27
2016-07-13,(14:00:00),Green Line,1912.79
2017-12-12,(12:30:00),Silver Line,125.2
2019-06-14,(03:30:00),Orange Line,4.45
2018-05-06,(08:00:00),Blue Line,706.1
2019-01-05,(03:00:00),Orange Line,1.0
2022-05-10,(08:30:00),Silver Line,193.1
2022-03-29,(16:00:00),Green Line,1308.58
2021-06-26,(17:30:00),Silver Line,112.3
2017-11-25,(06:00:00),Silver Line,13.1
2019-03-29,(10:00:00),Green Line,1284.23
2019-08-18,(14:30:00),Blue Line,1083.4
2015-05-23,(21:30:00),Orange Line,1902.65
2016-02-26,(15:30:00),Blue Line,1474.8
2017-06-05,(19:30:00),Silver Line,232.6
2022-07-02,(21:00:00),Silver Line,53.6
2020-04-01,(23:30:00),Green Line,42.33
2015-04-05,(10:00:00),Green Line,1001.86
2021-10-06,(20:30:00),Silver Line,81.0
2016-10-27,(20:00:00),Blue Line,633.5
2019-09-16,(05:30:00),Red Line,2318.42
2016-04-18,(16:30:00),Blue Line,1735.0
2017-06-02,(17:30:00),Silver Line,682.2
2016-05-22,(11:00:00),Blue Line,912.7
2014-12-28,(11:00:00),Orange Line,1515.22
2021-08-09,(06:30:00),Orange Line,1371.15
2014-10-20,(19:00:00),Red Line,5280.0
2022-04-19,(08:00:00),Red Line,4819.04
2022-01-19,(20:00:00),Silver Line,64.4
2021-08-18,(18:30:00),Silver Line,101.9
2017-08-05,(00:30:00),Red Line,204.98
2016-03-28,(02:00:00),Red Line,6.66
2014-05-12,(23:00:00),Blue Line,496.9
2017-12-31,(00:30:00),Green Line,0.84
2021-08-03,(23:00:00),Orange Line,620.0699999999999
2015-09-26,(10:30:00),Silver Line,81.0
2019-05-18,(20:30:00),Blue Line,580.3
2022-06-03,(00:30:00),Blue Line,109.3
2022-07-04,(20:00:00),Red Line,1970.34
2021-09-10,(21:30:00),Orange Line,1105.24
2017-04-22,(05:00:00),Red Line,408.04
2019-02-13,(16:00:00),Green Line,3273.98
2017-06-27,(22:00:00),Green Line,1220.65
2016-12-30,(16:00:00),Green Line,3471.26
2018-08-15,(00:00:00),Red Line,502.01
2018-06-02,(16:30:00),Silver Line,122.7
2017-12-05,(07:30:00),Orange Line,8445.45
2022-07-10,(10:30:00),Orange Line,798.49
2019-06-26,(02:30:00),Green Line,1.47
2022-01-15,(14:30:00),Blue Line,592.1
2015-06-30,(14:00:00),Silver Line,235.6
2020-10-02,(00:00:00),Silver Line,48.3
2021-07-17,(18:00:00),Red Line,1667.16
2018-10-27,(18:00:00),Blue Line,541.4
2018-11-17,(08:00:00),Red Line,1822.54
2017-02-08,(09:30:00),Red Line,6194.65
2020-04-25,(06:30:00),Orange Line,187.27
2014-08-06,(14:00:00),Red Line,4679.91
2020-11-16,(17:30:00),Blue Line,416.5
2014-10-21,(01:00:00),Silver Line,1.5
2014-07-29,(10:00:00),Blue Line,1084.8
2014-10-08,(19:00:00),Silver Line,321.2
2016-11-16,(01:30:00),Red Line,17.1
2018-01-06,(12:00:00),Silver Line,54.8
2016-01-14,(12:30:00),Blue Line,700.2
2014-08-08,(02:00:00),Red Line,401.12
2014-06-16,(11:30:00),Silver Line,144.6
2022-01-26,(21:00:00),Blue Line,239.9
2017-05-09,(16:30:00),Orange Line,7845.91
2021-12-06,(02:30:00),Orange Line,1.6600000000000001
2014-04-19,(18:00:00),Orange Line,3180.21
2021-03-29,(08:30:00),Blue Line,625.3
2017-08-11,(13:00:00),Silver Line,198.8
2017-11-24,(09:30:00),Orange Line,2116.4
2017-04-15,(01:00:00),Blue Line,10.3
2016-03-19,(16:30:00),Blue Line,940.3
2017-03-06,(22:00:00),Orange Line,1340.58
2016-03-22,(02:30:00),Red Line,5.0
2020-01-21,(23:00:00),Green Line,611.59
2016-07-07,(03:00:00),Orange Line,1.51
2020-05-07,(09:30:00),Green Line,100.85
2016-02-14,(18:00:00),Red Line,2157.85
2020-06-27,(15:00:00),Red Line,824.4
2016-05-21,(04:00:00),Green Line,3.34
2021-12-13,(23:30:00),Orange Line,297.06
2014-02-18,(13:00:00),Blue Line,963.9
2020-02-10,(03:30:00),Green Line,1.58
2016-02-25,(20:00:00),Green Line,1929.02
2019-10-04,(04:30:00),Red Line,136.09
2015-12-26,(11:00:00),Green Line,744.04
2021-12-31,(15:30:00),Red Line,1804.05
2020-03-28,(22:00:00),Silver Line,6.9
2014-05-05,(01:00:00),Blue Line,25.1
2018-01-23,(02:30:00),Red Line,1.58
2018-06-23,(21:00:00),Red Line,1653.1
2015-03-30,(23:30:00),Green Line,494.09
2021-02-16,(01:00:00),Silver Line,1.6
2020-11-21,(21:00:00),Silver Line,41.3
2014-04-29,(15:30:00),Blue Line,1347.3
2014-02-07,(11:00:00),Orange Line,3230.55
2017-11-04,(17:30:00),Blue Line,1109.4
2021-08-28,(01:00:00),Green Line,40.47
2017-07-07,(19:00:00),Blue Line,937.9
2015-06-14,(10:00:00),Red Line,2786.56
2020-06-19,(04:30:00),Silver Line,1.3
2021-04-05,(14:30:00),Red Line,1636.26
2017-03-25,(20:00:00),Silver Line,82.4
2017-02-01,(22:00:00),Orange Line,2794.57
2016-09-30,(07:00:00),Green Line,1457.17
2019-04-07,(12:30:00),Silver Line,104.4
2017-05-17,(07:00:00),Blue Line,2738.1
2016-03-09,(05:30:00),Silver Line,32.6
2014-01-12,(05:00:00),Green Line,18.73
2020-04-03,(18:30:00),Silver Line,16.1
2016-08-19,(10:30:00),Blue Line,1127.3
2015-03-02,(19:00:00),Blue Line,574.2
2015-04-27,(05:30:00),Green Line,386.99
2021-08-18,(00:00:00),Orange Line,177.56
2016-02-02,(21:30:00),Red Line,2252.43
2021-03-05,(22:30:00),Red Line,390.59000000000003
2019-01-03,(09:00:00),Orange Line,4726.0
2018-10-27,(10:00:00),Orange Line,1578.19
2016-12-27,(16:00:00),Red Line,6054.88
2019-03-07,(00:00:00),Silver Line,60.0
2020-10-17,(13:30:00),Orange Line,1218.22
2017-10-17,(09:00:00),Green Line,1688.57
2021-05-12,(03:30:00),Red Line,1.42
2019-02-16,(06:30:00),Green Line,266.37
2014-09-14,(15:00:00),Green Line,2200.16
2015-12-21,(06:30:00),Green Line,845.74
2015-08-26,(15:00:00),Red Line,5506.23
2021-11-22,(06:30:00),Green Line,458.41
2021-05-19,(01:30:00),Orange Line,4.5200000000000005
2017-04-11,(23:00:00),Orange Line,1816.95
2016-09-28,(05:30:00),Green Line,384.67999999999995
2019-01-02,(23:30:00),Orange Line,555.29
2015-01-07,(07:30:00),Silver Line,367.1
2020-10-31,(18:30:00),Orange Line,909.73
2017-06-27,(08:00:00),Blue Line,3193.9
2019-10-23,(05:00:00),Red Line,1548.86
2020-04-02,(19:30:00),Green Line,91.62
2019-02-22,(14:00:00),Silver Line,278.5
2017-04-23,(14:30:00),Red Line,3273.64
2019-01-09,(19:30:00),Orange Line,2561.54
2016-08-03,(08:30:00),Red Line,11211.71
2020-04-20,(17:00:00),Orange Line,355.61
2020-04-21,(14:00:00),Silver Line,23.8
2016-02-24,(21:00:00),Silver Line,132.7
2018-01-24,(15:30:00),Blue Line,1601.8
2020-05-22,(03:30:00),Orange Line,0.66
2019-02-18,(19:30:00),Blue Line,440.1
2021-04-05,(12:00:00),Red Line,1147.92
2020-01-12,(08:30:00),Red Line,867.03
2017-07-27,(03:30:00),Orange Line,1.0
2020-10-23,(12:30:00),Red Line,1090.38
2016-11-27,(12:30:00),Silver Line,131.0
2018-04-13,(22:00:00),Silver Line,157.5
2018-07-13,(19:00:00),Orange Line,3293.38
2017-06-18,(16:30:00),Orange Line,2703.84
2020-04-27,(01:00:00),Red Line,16.5
2016-11-06,(16:30:00),Blue Line,815.9
2017-01-19,(08:00:00),Blue Line,3179.0
2021-04-16,(06:00:00),Green Line,237.55
2016-01-02,(06:00:00),Orange Line,769.36
2022-06-20,(20:30:00),Red Line,1181.17
2017-01-25,(20:30:00),Silver Line,128.1
2017-07-15,(17:30:00),Red Line,3794.79
2021-11-14,(13:30:00),Green Line,1072.09
2018-02-04,(12:00:00),Green Line,1070.47
2021-10-29,(04:00:00),Green Line,0.9
2018-12-03,(17:00:00),Blue Line,2770.9
2020-09-10,(14:30:00),Blue Line,633.7
2017-10-19,(18:00:00),Red Line,9302.35
2021-10-29,(14:30:00),Red Line,3378.2200000000003
2019-03-17,(22:30:00),Green Line,736.73
2019-09-18,(14:00:00),Red Line,4253.23
2021-05-24,(06:30:00),Orange Line,1289.6
2014-07-19,(00:30:00),Orange Line,677.08
2015-09-07,(11:30:00),Blue Line,915.7
2018-10-15,(01:30:00),Red Line,21.169999999999998
2022-03-01,(02:00:00),Green Line,1.58
2021-10-16,(10:00:00),Silver Line,35.6
2014-12-19,(20:30:00),Blue Line,515.1
2021-06-03,(04:00:00),Orange Line,7.0
2018-11-04,(14:30:00),Silver Line,182.7
2021-06-21,(17:30:00),Orange Line,1817.91
2019-06-25,(03:30:00),Blue Line,2.0
2017-06-23,(08:30:00),Silver Line,247.8
2018-01-20,(01:00:00),Orange Line,390.84999999999997
2018-02-01,(00:30:00),Orange Line,136.92000000000002
2019-09-07,(13:30:00),Orange Line,2557.92
2020-05-02,(06:00:00),Green Line,70.52
2020-08-01,(08:30:00),Green Line,252.14
2022-02-21,(01:30:00),Red Line,4.24
2018-06-23,(17:00:00),Green Line,2282.06
2022-01-26,(16:00:00),Red Line,3096.16
2014-02-09,(04:30:00),Red Line,3.0
2014-02-25,(12:00:00),Orange Line,2975.73
2015-12-06,(16:30:00),Orange Line,2602.37
2015-11-30,(18:30:00),Blue Line,725.8
2020-04-13,(16:30:00),Orange Line,415.27
2016-02-19,(14:00:00),Orange Line,4396.41
2015-05-04,(20:30:00),Red Line,2821.21
2018-08-30,(05:30:00),Orange Line,1629.29
2015-03-01,(00:00:00),Green Line,313.77
2014-09-07,(10:30:00),Silver Line,80.3
2018-06-24,(12:30:00),Silver Line,114.2
2022-07-31,(20:00:00),Red Line,1150.1399999999999
2019-01-06,(05:00:00),Red Line,14.51
2021-02-26,(13:00:00),Blue Line,524.6
2022-07-29,(16:30:00),Green Line,2428.7
2015-03-30,(21:30:00),Red Line,2080.21
2014-05-21,(07:30:00),Orange Line,8228.69
2021-01-02,(11:00:00),Green Line,205.51
2015-06-03,(10:30:00),Silver Line,103.3
2017-10-18,(04:30:00),Green Line,48.32
2017-08-27,(08:00:00),Red Line,1173.53
2021-12-14,(11:00:00),Blue Line,582.3
2015-11-16,(11:30:00),Silver Line,124.9
2016-10-03,(02:00:00),Orange Line,5.02
2015-08-29,(11:30:00),Blue Line,909.3
2015-07-05,(13:30:00),Green Line,1390.48
2015-10-20,(04:00:00),Blue Line,1.1
2017-03-07,(15:30:00),Red Line,6416.83
2019-03-09,(08:00:00),Silver Line,63.4
2017-08-05,(08:00:00),Red Line,1749.19
2020-09-30,(22:30:00),Silver Line,43.5
2019-07-03,(02:00:00),Green Line,2.0
2020-07-01,(07:00:00),Green Line,245.41
2021-12-13,(12:30:00),Orange Line,1484.81
2014-04-25,(09:00:00),Red Line,7192.15
2018-08-18,(13:00:00),Blue Line,1258.3
2017-07-18,(08:30:00),Blue Line,2716.7
2017-01-03,(00:00:00),Green Line,196.42
2017-09-01,(12:30:00),Silver Line,211.0
2015-10-21,(17:30:00),Silver Line,1019.4
2021-08-24,(23:30:00),Blue Line,219.9
2015-01-03,(10:00:00),Blue Line,754.0
2015-10-09,(07:00:00),Silver Line,249.9
2018-08-25,(23:30:00),Green Line,684.85
2019-01-26,(08:00:00),Blue Line,763.5
2018-02-12,(12:30:00),Red Line,2938.62
2017-09-13,(21:00:00),Silver Line,137.2
2016-06-11,(16:30:00),Orange Line,2848.78
2014-03-15,(19:00:00),Red Line,3832.01
2021-11-17,(17:30:00),Blue Line,735.7
2020-06-28,(07:00:00),Red Line,324.21
2014-09-01,(16:00:00),Orange Line,2581.26
2021-10-08,(11:00:00),Red Line,2014.78
2017-01-01,(17:30:00),Red Line,1738.1
2019-02-08,(17:30:00),Green Line,3575.0
2022-07-14,(19:30:00),Red Line,2239.39
2018-02-03,(19:00:00),Orange Line,1770.71
2017-06-03,(13:30:00),Silver Line,106.2
2021-05-27,(16:00:00),Red Line,2592.4700000000003
2018-04-17,(00:30:00),Red Line,130.81
2015-02-13,(10:30:00),Green Line,1235.1
2021-08-31,(13:00:00),Silver Line,64.7
2018-11-12,(11:00:00),Orange Line,2217.4
2019-03-20,(17:00:00),Silver Line,1277.3
2020-10-12,(05:30:00),Orange Line,481.23
2014-06-08,(08:30:00),Orange Line,1099.82
2020-04-17,(22:00:00),Green Line,59.49
2017-09-20,(10:00:00),Orange Line,3144.45
2021-12-22,(22:00:00),Green Line,1014.18
2014-09-29,(07:00:00),Silver Line,287.5
2021-11-01,(03:30:00),Orange Line,1.0
2018-07-10,(09:30:00),Green Line,1306.45
2020-01-09,(16:30:00),Blue Line,1761.3
2021-08-22,(07:00:00),Green Line,141.92
2015-02-27,(05:00:00),Silver Line,7.9
2019-09-16,(09:30:00),Orange Line,4088.11
2020-10-08,(10:00:00),Blue Line,528.3
2017-03-29,(20:30:00),Silver Line,162.7
2021-06-10,(09:00:00),Blue Line,783.0
2017-12-19,(19:30:00),Blue Line,774.9
2022-01-09,(12:30:00),Red Line,895.52
2015-08-08,(18:00:00),Orange Line,2757.6
2014-05-24,(23:30:00),Red Line,1448.37
2016-05-07,(00:00:00),Green Line,737.71
2014-01-23,(12:30:00),Blue Line,902.0
2017-10-15,(09:30:00),Silver Line,45.7
2020-01-16,(22:30:00),Red Line,1244.46
2016-06-27,(01:00:00),Red Line,51.8
2019-03-26,(18:00:00),Orange Line,6443.36
2014-02-24,(02:00:00),Orange Line,4.9
2017-04-19,(12:30:00),Green Line,1572.75
2019-02-20,(00:00:00),Red Line,325.11
2017-03-30,(17:00:00),Green Line,5632.95
2020-02-28,(22:30:00),Silver Line,175.4
2021-12-06,(01:00:00),Red Line,34.6
2021-02-27,(19:30:00),Red Line,574.96
2019-08-14,(10:30:00),Silver Line,133.3
2018-06-22,(17:00:00),Silver Line,827.5
2015-08-17,(23:00:00),Orange Line,1184.13
2015-09-13,(05:30:00),Green Line,80.41
2017-01-18,(19:00:00),Silver Line,356.5
2016-05-02,(01:00:00),Orange Line,48.75
2014-03-28,(16:30:00),Orange Line,8330.32
2015-07-04,(08:30:00),Red Line,1596.77
2018-04-03,(10:00:00),Blue Line,1201.0
2014-10-29,(14:00:00),Silver Line,217.5
2016-12-01,(17:00:00),Green Line,5223.04
2019-03-30,(16:00:00),Green Line,3325.73
2019-05-01,(08:00:00),Silver Line,541.8
2019-03-17,(11:30:00),Red Line,4411.66
2015-04-25,(14:00:00),Orange Line,3298.44
2021-04-14,(14:30:00),Orange Line,1578.0
2016-11-21,(15:00:00),Orange Line,5302.18
2017-01-29,(10:30:00),Silver Line,38.4
2019-03-25,(16:30:00),Green Line,4407.1
2021-11-24,(12:00:00),Silver Line,111.5
2020-05-25,(22:00:00),Red Line,177.75
2018-07-18,(16:30:00),Orange Line,7805.93
2019-10-01,(06:00:00),Orange Line,3438.63
2015-11-09,(10:30:00),Silver Line,119.8
2021-11-16,(01:00:00),Green Line,10.24
2020-11-07,(04:30:00),Red Line,29.15
2019-10-27,(19:00:00),Orange Line,104.34
2021-03-31,(17:30:00),Blue Line,516.5
2020-10-17,(00:30:00),Silver Line,9.6
2018-05-02,(03:00:00),Red Line,2.0
2019-03-08,(21:30:00),Green Line,1317.5
2015-08-13,(17:30:00),Green Line,4350.93
2017-11-13,(18:00:00),Orange Line,6189.58
2014-10-22,(00:30:00),Red Line,147.09
2016-03-30,(02:00:00),Silver Line,0.3
2017-10-14,(18:30:00),Orange Line,2423.98
2021-03-23,(08:00:00),Orange Line,1194.77
2020-01-06,(10:00:00),Silver Line,79.1
2014-10-20,(12:00:00),Silver Line,164.6
2020-07-29,(14:00:00),Orange Line,1220.78
2016-08-09,(22:30:00),Green Line,2408.4900000000002
2017-09-09,(04:00:00),Blue Line,4.0
2020-03-30,(23:00:00),Silver Line,18.1
2017-04-18,(00:00:00),Red Line,419.36
2017-03-31,(03:00:00),Orange Line,5.0
2018-07-29,(02:00:00),Red Line,2.4
2019-02-08,(04:00:00),Blue Line,1.2
2015-04-13,(22:00:00),Green Line,1247.44
2018-08-04,(13:00:00),Blue Line,1023.7
2021-02-10,(16:00:00),Silver Line,85.4
2021-12-24,(08:00:00),Green Line,167.51
2017-11-19,(19:00:00),Red Line,1592.85
2017-01-14,(09:30:00),Blue Line,830.9
2015-05-12,(08:00:00),Red Line,14172.5
2018-04-26,(20:30:00),Blue Line,712.1
2017-11-09,(12:00:00),Red Line,3891.7799999999997
2014-05-26,(12:30:00),Orange Line,2295.66
2017-03-06,(08:30:00),Blue Line,2474.3
2021-04-22,(19:00:00),Silver Line,52.0
2017-05-04,(06:00:00),Blue Line,1870.4
2022-03-25,(12:00:00),Green Line,834.83
2019-02-12,(11:30:00),Red Line,3330.39
2016-01-10,(01:00:00),Green Line,29.439999999999998
2018-07-05,(09:30:00),Blue Line,1382.9
2019-09-03,(01:00:00),Orange Line,44.5
2017-10-22,(12:00:00),Red Line,3661.47
2014-08-11,(14:30:00),Orange Line,3726.87
2019-06-17,(01:00:00),Blue Line,28.8
2020-02-12,(16:30:00),Blue Line,1859.0
2015-02-11,(21:00:00),Red Line,2341.39
2021-09-11,(23:00:00),Red Line,1144.33
2015-02-05,(13:00:00),Blue Line,784.3
2020-02-11,(12:00:00),Red Line,3002.26
2015-12-05,(07:30:00),Green Line,451.87
2021-11-08,(00:00:00),Orange Line,177.59
2015-02-28,(17:00:00),Blue Line,741.3
2017-03-14,(17:00:00),Green Line,583.02
2015-12-06,(19:00:00),Blue Line,430.8
2022-07-13,(03:30:00),Blue Line,1.7
2015-11-10,(23:30:00),Blue Line,208.7
2020-02-24,(18:30:00),Silver Line,545.9
2021-08-01,(21:30:00),Red Line,737.14
2021-03-27,(03:30:00),Blue Line,0.1
2018-09-03,(23:00:00),Orange Line,687.97
2020-01-19,(15:30:00),Silver Line,153.1
2018-06-30,(14:30:00),Red Line,3532.26
2020-05-14,(10:00:00),Blue Line,197.3
2018-03-24,(05:00:00),Silver Line,5.7
2015-01-16,(18:30:00),Green Line,3100.48
2018-01-20,(17:00:00),Blue Line,937.1
2021-04-16,(15:00:00),Blue Line,812.3
2015-12-09,(15:00:00),Red Line,6448.68
2015-01-08,(07:00:00),Green Line,1297.95
2021-04-05,(04:00:00),Blue Line,4.1
2016-04-07,(19:00:00),Orange Line,3389.71
2015-07-13,(15:00:00),Red Line,6622.5199999999995
2022-03-18,(07:00:00),Silver Line,76.9
2017-05-27,(19:00:00),Blue Line,857.0
2022-06-08,(23:30:00),Orange Line,698.8
2019-12-08,(16:00:00),Silver Line,61.9
2020-03-09,(20:00:00),Green Line,1469.72
2020-11-17,(21:00:00),Red Line,561.98
2018-07-31,(21:30:00),Orange Line,1703.03
2019-10-04,(17:00:00),Blue Line,2109.1
2020-12-15,(09:30:00),Red Line,991.77
2020-01-10,(17:00:00),Blue Line,1879.6
2016-05-29,(13:30:00),Silver Line,111.7
2017-07-15,(05:30:00),Red Line,620.86
2020-06-07,(17:30:00),Orange Line,366.5
2021-05-20,(14:30:00),Red Line,2109.86
2019-06-23,(15:00:00),Silver Line,161.8
2014-04-09,(01:30:00),Green Line,8.36
2018-07-14,(14:30:00),Red Line,3657.31
2014-03-04,(07:00:00),Blue Line,2553.6
2019-11-04,(01:00:00),Blue Line,14.9
2020-02-05,(14:30:00),Silver Line,229.5
2020-11-04,(10:00:00),Red Line,947.18
2014-12-31,(03:00:00),Red Line,5.23
2015-11-25,(22:00:00),Red Line,1856.03
2021-07-10,(09:00:00),Blue Line,626.8
2019-08-06,(08:00:00),Blue Line,3604.1
2022-01-18,(23:30:00),Silver Line,19.7
2018-06-21,(02:00:00),Green Line,1.0
2015-04-09,(08:00:00),Blue Line,2778.9
2019-05-10,(11:00:00),Orange Line,2695.58
2016-12-13,(18:00:00),Silver Line,695.6
2020-11-18,(19:30:00),Blue Line,176.0
2016-06-13,(09:30:00),Green Line,1250.07
2021-03-14,(11:30:00),Silver Line,20.6
2021-12-12,(00:00:00),Red Line,124.47
2019-02-02,(15:30:00),Blue Line,1110.4
2014-06-01,(16:30:00),Blue Line,845.8
2016-09-17,(04:30:00),Blue Line,19.2
2016-05-03,(11:00:00),Orange Line,2792.8
2017-09-26,(11:00:00),Blue Line,960.7
2016-08-01,(13:00:00),Blue Line,1092.1
2022-03-25,(04:30:00),Silver Line,1.3
2018-06-19,(23:30:00),Red Line,757.76
2014-01-19,(09:00:00),Red Line,1510.26
2021-06-21,(13:00:00),Silver Line,60.7
2014-11-09,(19:30:00),Red Line,1758.38
2018-07-01,(16:30:00),Silver Line,130.5
2020-06-25,(12:30:00),Green Line,242.48
2021-01-28,(09:30:00),Orange Line,862.41
2017-08-31,(15:00:00),Blue Line,1885.6
2022-06-26,(07:30:00),Orange Line,345.02
2017-02-13,(09:00:00),Green Line,1286.11
2017-03-30,(21:00:00),Blue Line,608.0
2019-12-18,(20:00:00),Red Line,2957.9700000000003
2022-04-08,(04:00:00),Red Line,6.8
2016-02-14,(22:00:00),Orange Line,939.71
2014-11-09,(21:30:00),Red Line,1364.73
2019-10-21,(16:00:00),Silver Line,609.1
2019-05-11,(10:30:00),Green Line,1224.71
2019-08-25,(23:30:00),Silver Line,40.2
2017-10-21,(08:30:00),Blue Line,880.2
2019-11-26,(10:30:00),Orange Line,2788.51
2017-07-31,(06:00:00),Red Line,3794.06
2022-06-16,(23:00:00),Red Line,860.27
2021-08-31,(05:30:00),Blue Line,755.2
2017-10-01,(17:30:00),Blue Line,881.8
2016-12-27,(04:00:00),Green Line,2.0
2014-06-12,(05:00:00),Red Line,1553.04
2016-08-04,(19:30:00),Green Line,2077.25
2014-08-24,(20:00:00),Orange Line,1667.68
2014-01-21,(17:00:00),Orange Line,10819.13
2016-08-20,(10:30:00),Red Line,3669.87
2018-05-15,(00:30:00),Silver Line,14.5
